id,url,time,text,replies,retweets,likes,views,media,has_quote
1977173638735409608,https://x.com/typeclonghouse/status/1977173638735409608,2025-10-12 00:45:04,since living on my own idt i've been out past 10 pm lulz,2,0,12,882,,false
1977179962886226313,https://x.com/typeclonghouse/status/1977179962886226313,2025-10-12 01:10:12,that's classified,0,0,0,58,,false
1977180772827365738,https://x.com/typeclonghouse/status/1977180772827365738,2025-10-12 01:13:25,how do I meet them...,2,0,265,35210,,false
1977181128139354383,https://x.com/typeclonghouse/status/1977181128139354383,2025-10-12 01:14:49,oh lol,0,0,0,1019,,false
1977191911505952949,https://x.com/typeclonghouse/status/1977191911505952949,2025-10-12 01:57:40,carrie and carry aren't pronounced the same,4,0,6,432,,false
1977196476569944436,https://x.com/typeclonghouse/status/1977196476569944436,2025-10-12 02:15:49,"i used to meme about med school bf, but i'm getting too old for a guy in med school :/",1,0,8,2841,,false
1977198168883564770,https://x.com/typeclonghouse/status/1977198168883564770,2025-10-12 02:22:32,why are you still fat?,3,0,54,4692,,false
1977199505599820047,https://x.com/typeclonghouse/status/1977199505599820047,2025-10-12 02:27:51,rapidly aging out of being young enough for guys in their mid-late 20s...,6,0,24,1818,,true
1977239869085958253,https://x.com/typeclonghouse/status/1977239869085958253,2025-10-12 05:08:14,cant sleep award,3,2,60,3738,,false
1977241712410939519,https://x.com/typeclonghouse/status/1977241712410939519,2025-10-12 05:15:34,pure hearted incels are the only men who deserve marriage,2,0,41,11478,,true
1977241845320110310,https://x.com/typeclonghouse/status/1977241845320110310,2025-10-12 05:16:05,YooKay moment,0,0,5,175,,false
1977242389908709416,https://x.com/typeclonghouse/status/1977242389908709416,2025-10-12 05:18:15,it's 1am here plus i usually get sleepy by 10:30,0,0,0,80,,false
1977247186980073765,https://x.com/typeclonghouse/status/1977247186980073765,2025-10-12 05:37:19,"I'm not a romantic. I know I'm going to turn into a nagging bitch wife as soon as the honeymoon phase wears off. The marriage is going to be boring and full of arguments. But Indian men are bred to deal with that. We had no other options but each other. As long as he can't find himself in his 40s wondering about ""the one(s) that got away"" we'll be fine.",7,0,62,9056,,true
1977432165190103307,https://x.com/typeclonghouse/status/1977432165190103307,2025-10-12 17:52:21,girl dollars vs boy dollars,1,0,27,1817,,true
1977450872872554919,https://x.com/typeclonghouse/status/1977450872872554919,2025-10-12 19:06:42,"having a car in a walkable city actually rocks because instead of having to walk 10 min in the wind and rain to the cute neighborhood cafe, i can drive there in 4 min without exposing myself to the elements",0,0,7,1854,,false
1977476230250377527,https://x.com/typeclonghouse/status/1977476230250377527,2025-10-12 20:47:27,"I think that ""all the main reasons to have children are spiritual"" is fairly new, so while the latter may be true, the former is a whole new paradigm to deal with",0,0,2,168,,false
1977480415926768058,https://x.com/typeclonghouse/status/1977480415926768058,2025-10-12 21:04:05,public namaz should be banned in the west,0,0,7,505,,false
1977502858984722473,https://x.com/typeclonghouse/status/1977502858984722473,2025-10-12 22:33:16,Congrats!,1,0,1,2578,,false
