id,url,time,text,replies,retweets,likes,views,media,has_quote
1978250780965564706,https://x.com/typeclonghouse/status/1978250780965564706,2025-10-15 00:05:14,"don't hard inquiries only hurt your score a) marginally and b) for a very limited time

if you have good credit it's fine, if you don't... dare i say the two magic words?",0,0,3,616,,true
1978251539681513662,https://x.com/typeclonghouse/status/1978251539681513662,2025-10-15 00:08:15,"introduce him to the concept of ""big boy maxxing"" next... he'll be ready for tpot before you know it",0,0,3,73,,false
1978257931960221865,https://x.com/typeclonghouse/status/1978257931960221865,2025-10-15 00:33:39,we need a deep dive on the lead levels in protein sodas...,1,0,8,774,,false
1978260657586708849,https://x.com/typeclonghouse/status/1978260657586708849,2025-10-15 00:44:29,Just want to clear the air and be honest with my beloved mutuals... I'm actually posting from Tel Aviv not Bangalore,7,0,74,2303,,true
1978279888151785489,https://x.com/typeclonghouse/status/1978279888151785489,2025-10-15 02:00:54,I need to back up all my drafts somewhere in case they're a casulalty in the implementation of this,0,0,1,985,,false
1978299513484800208,https://x.com/typeclonghouse/status/1978299513484800208,2025-10-15 03:18:53,tbh i mostly scroll instagram on my alt acc so if i see something i want to share on my irl account i have to like dm it to myself lol,1,0,11,482,,false
1978299689918243317,https://x.com/typeclonghouse/status/1978299689918243317,2025-10-15 03:19:35,it's the autist specialty,1,0,1,26,,false
1978306257938243805,https://x.com/typeclonghouse/status/1978306257938243805,2025-10-15 03:45:41,onions are gross,1,0,2,377,,false
1978306693411877075,https://x.com/typeclonghouse/status/1978306693411877075,2025-10-15 03:47:25,"tube tops objectively don't even look good as a fashion piece, they're just popular because they look ""sexy""",7,0,15,2042,,false
1978307729606267228,https://x.com/typeclonghouse/status/1978307729606267228,2025-10-15 03:51:32,"no traditionally brahmins don't eat onions and garlic, but i personally really dont like the taste and texture of onions... blended up in a sauce or smth is ok but it's not just the texture i also don't like the taste when you have onion pieces",1,0,5,192,,false
1978308079734157349,https://x.com/typeclonghouse/status/1978308079734157349,2025-10-15 03:52:56,"yeah fair, but tube tops specifically have proliferated past control... foids are basically just going out in strapless bras at this point",0,0,3,96,,false
1978309241661251786,https://x.com/typeclonghouse/status/1978309241661251786,2025-10-15 03:57:33,"this is generally true for most strapless clothes, as well as clothes that have really thin straps to give the effect of being strapless (eg you can wear a jacket over it and it looks strapless)",0,0,5,853,,true
1978310581846254050,https://x.com/typeclonghouse/status/1978310581846254050,2025-10-15 04:02:52,"lol real fan, but no i always spoke against degeneracy in dressing",1,0,2,101,,false
1978310794979758145,https://x.com/typeclonghouse/status/1978310794979758145,2025-10-15 04:03:43,,1,0,2,106,,true
1978318188682113444,https://x.com/typeclonghouse/status/1978318188682113444,2025-10-15 04:33:06,the 'secure a mate' tweets are so depressing,9,1,75,22926,,false
1978319519090127302,https://x.com/typeclonghouse/status/1978319519090127302,2025-10-15 04:38:23,"i genuinely feel like there's no life worth living if i'm not married by 30 but i don't want to ""talk to boys"" right now

despite the high iq etc, ig i'm not low time preference enough for the delayed gratification of not being a spinster in 5 years",29,1,180,30926,,true
1978580045787476471,https://x.com/typeclonghouse/status/1978580045787476471,2025-10-15 21:53:37,"speaking of which, I'm in the bay until the 25th

yes hello who's around",2,0,6,2329,,true
1978581122620559670,https://x.com/typeclonghouse/status/1978581122620559670,2025-10-15 21:57:54,I'm going to be the first person to go to SF and only interact with women there,0,0,2,56,,false
1978601608100364303,https://x.com/typeclonghouse/status/1978601608100364303,2025-10-15 23:19:18,"""I notice the only people refuting this happen to already be married""",1,0,4,911,,false
1978605260311552311,https://x.com/typeclonghouse/status/1978605260311552311,2025-10-15 23:33:49,performatively reading Curtis Yarvin on my flight to SF,9,0,57,1587,,false
1978606616057418022,https://x.com/typeclonghouse/status/1978606616057418022,2025-10-15 23:39:12,"calling Lynbrook an ""elite high school"" is keks",0,0,1,502,,true
1978607393874330024,https://x.com/typeclonghouse/status/1978607393874330024,2025-10-15 23:42:18,yeah i usually fall asleep as soon as we leave the gate,0,0,1,85,,false
