id,url,time,text,replies,retweets,likes,views,media,has_quote
1994204287610585099,https://x.com/tszzl/status/1994204287610585099,2025-11-28 00:38:47,you get me,0,0,5,200,,false
1994213286129123729,https://x.com/tszzl/status/1994213286129123729,2025-11-28 01:14:32,"i think his scifi stories, which are among the only i have heard of from a reactionary right viewpoint, have artistic value. I don’t endorse his views. it’s a crazy standard to be like you replied to the guy so you agree with what he says",0,0,9,384,,false
1994228822321885269,https://x.com/tszzl/status/1994228822321885269,2025-11-28 02:16:16,"matt yglesias comes out Against the Orthogonality Thesis, proud accelerationist",4,0,60,3956,,false
1994245555627675696,https://x.com/tszzl/status/1994245555627675696,2025-11-28 03:22:46,Holy fuk,2,0,16,1415,,false
1994245902832222306,https://x.com/tszzl/status/1994245902832222306,2025-11-28 03:24:09,I’m making an argument assuming people care about real economic growth,1,0,9,879,,false
1994266974885412953,https://x.com/tszzl/status/1994266974885412953,2025-11-28 04:47:53,it’s better in all the ways that don’t matter. I find it unwatchable,4,0,7,1755,,false
1994324843316040141,https://x.com/tszzl/status/1994324843316040141,2025-11-28 08:37:50,Kamala lost didn’t she,2,0,1,210,,false
1994326449508008432,https://x.com/tszzl/status/1994326449508008432,2025-11-28 08:44:13,yes,1,0,20,4976,,false
1994470516636160039,https://x.com/tszzl/status/1994470516636160039,2025-11-28 18:16:41,Pull up to the skywalk,1,0,4,205,,false
1994471960449868071,https://x.com/tszzl/status/1994471960449868071,2025-11-28 18:22:25,🤣,0,0,21,1373,,false
1994475598048038966,https://x.com/tszzl/status/1994475598048038966,2025-11-28 18:36:52,what do you think productivity gains are lol,3,1,214,3042,,false
1994501690658361841,https://x.com/tszzl/status/1994501690658361841,2025-11-28 20:20:33,"&gt; If total AI investment is too small to show up in interest rates, it is too small to be ""keeping the economy afloat""

I agree with this. My claim is more narrowly that there are no other good investment opportunities and AI is not crowding them out",2,0,3,515,,false
1994502297242771792,https://x.com/tszzl/status/1994502297242771792,2025-11-28 20:22:58,"of course, if its a valuation bubble and it collapses, average consumers will be fine via the normal policy basket. it’s sad in a deeper way in that it would mean there are no sources of real economic growth on the horizon",1,0,1,742,,false
1994522383940714815,https://x.com/tszzl/status/1994522383940714815,2025-11-28 21:42:47,go fucking blue !!!!!!!,3,1,28,1255,,false
1994522739290624440,https://x.com/tszzl/status/1994522739290624440,2025-11-28 21:44:12,of course due to heavy immigration to the United States,0,0,2,455,,false
1994528663220752510,https://x.com/tszzl/status/1994528663220752510,2025-11-28 22:07:44,population genetics completely ate archaeology alive for understanding prehistoric peoples and their movements. this one doesn’t get mentioned as much,55,71,1480,144799,,false
1994529540472016928,https://x.com/tszzl/status/1994529540472016928,2025-11-28 22:11:13,"pretty great :)
billion users nothing to scoff at",6,1,143,6785,,false
1994531051633324324,https://x.com/tszzl/status/1994531051633324324,2025-11-28 22:17:13,"well there was, but it’s not really what he had hoped. they were pale dark haired steppe nomads",11,3,245,9611,,false
1994532711269360010,https://x.com/tszzl/status/1994532711269360010,2025-11-28 22:23:49,Priests of the Temples of Syrinx,22,5,131,15079,,false
1994534085033955562,https://x.com/tszzl/status/1994534085033955562,2025-11-28 22:29:17,"it’s convenient for modern scientists to say this, but aryā is synonymous with the yamnaya of the steppe. they’re not blonde, their homeland was not in the arctic and they’re decidedly not the root of all civilization though",4,3,140,3946,,false
1994537258398241271,https://x.com/tszzl/status/1994537258398241271,2025-11-28 22:41:53,you are clearly wrong. you are absorbing nationalist propaganda,2,0,119,3481,https://pbs.twimg.com/media/G64FEMkWAAAT8B6.jpg,false
1994541151362433086,https://x.com/tszzl/status/1994541151362433086,2025-11-28 22:57:21,what evidence would convince you otherwise? are you analyzing this from a national pride angle or a scientific angle?,4,0,136,3056,,false
1994542737946022123,https://x.com/tszzl/status/1994542737946022123,2025-11-28 23:03:40,1930s Germany twitter be like,1,0,3,301,,false
1994544917528322371,https://x.com/tszzl/status/1994544917528322371,2025-11-28 23:12:19,it is clear based on genetic movements and comparative linguistics that the rigveda came from the north. this is why there are similar words in ancient iranian/persian and even mythological analogues in Europe. there is no evidence of other south asian groups venturing far north,5,1,59,1233,,false
1994545060105331014,https://x.com/tszzl/status/1994545060105331014,2025-11-28 23:12:53,please have a conversation with chatgpt or grok about this. the evidence is quite solid,3,0,35,1113,,false
1994547768350613712,https://x.com/tszzl/status/1994547768350613712,2025-11-28 23:23:39,"btw, as far as I am concerned, none of this is embarrassing for India. the dravidians, IVC zagros farmer admixture, were among the first on earth to develop civilization. money, foreign trade, writing, common public goods. the steppe arrivals on their horses are more barbarous",6,1,46,1631,,false
1994554866488729820,https://x.com/tszzl/status/1994554866488729820,2025-11-28 23:51:51,ok I’m reading up on rigveda and I agree with you this is probably an indian construction. I still maintain claim that Arya is a proto indo iranian term,2,0,12,799,,false
1994555095493873786,https://x.com/tszzl/status/1994555095493873786,2025-11-28 23:52:46,he should be first,1,0,29,12873,,false
