id,url,time,text,replies,retweets,likes,views,media,has_quote
1616341888491220994,https://x.com/LandsharkRides/status/1616341888491220994,2023-01-20 07:48:31,"The above incident with the Japanese property seems to be just a factual and well documented thing that happened, e.g. he sold some to Paul Ziffren at like 3% of its actual price, it doesn't have to be more nefarious than just property fraud",0,0,5,184,,false
1616343985223602176,https://x.com/LandsharkRides/status/1616343985223602176,2023-01-20 07:56:50,Chud roast,0,0,6,541,,false
1616345667433021440,https://x.com/LandsharkRides/status/1616345667433021440,2023-01-20 08:03:32,Forgotten history but I'm pretty sure the colorful sunglasses thing was first a racist bodybuilder joke before tech workers discovered and adopted it too,0,0,9,377,,false
1616347899872288768,https://x.com/LandsharkRides/status/1616347899872288768,2023-01-20 08:12:24,Generally getting off it by gradually reducing the dose and trying something like Allopregnanolone probably is reasonable,0,0,4,214,,false
1616364239412940801,https://x.com/LandsharkRides/status/1616364239412940801,2023-01-20 09:17:19,"Like it's obvious the difference between a mafia member and a regular rural citizen is sorta a spectrum, but if you just lay waste to their compounds, narco villas, etc. the remnant members will cannibalize each other fighting for power anyways probably",3,0,266,9901,,false
1616364236501909505,https://x.com/LandsharkRides/status/1616364236501909505,2023-01-20 09:17:19,"People talking about Mexican cartels like the USA military wouldn't be able to fully unroot them in like a few weeks puzzle me. Like the peak of their military technology is a narco tank truck with steel plates, while the actual USA army has like heavy strategic stealth bombers.",62,0,695,38371,,false
1616379253355945985,https://x.com/LandsharkRides/status/1616379253355945985,2023-01-20 10:16:59,"I mean America can turn Afghanistan into glass if it wants to, there's just not much benefit to it",6,0,98,3513,,false
1616383758923436032,https://x.com/LandsharkRides/status/1616383758923436032,2023-01-20 10:34:53,"When you see those ""I went to America and it's le demonic capitalism"" gutter posts you can always be certain the poster already had a fully pre-conceived notion in his mind, probably had the post mentally typed out almost word for word, before he even went there to ""confirm"" it.",14,0,401,27773,,true
1616384477298626561,https://x.com/LandsharkRides/status/1616384477298626561,2023-01-20 10:37:45,"Similarly no one can be really impressed with Europe, I think people just go there to witness and ""confirm"" the romantic image they have already had built in their mind. The only interesting or stimulating places nowadays are off the map completely. You can Google Maps the rest.",12,0,230,11538,,false
1616436716348538885,https://x.com/LandsharkRides/status/1616436716348538885,2023-01-20 14:05:19,,3,0,184,9331,https://pbs.twimg.com/media/Fm68li2XEAYYHJA.jpg;https://pbs.twimg.com/media/Fm68nTrX0AAukY0.jpg,false
